source_road,target_road,distance_m,heading_diff,reason
43250,66698,35.15,1.4,distance_exceeded (35.1m > 15.0m)
43394,67727,3.18,124.96,heading_incompatible (125.0° > 15.0°)
40246,50619,33.33,4.94,distance_exceeded (33.3m > 15.0m)
45778,71514,34.16,178.07,distance_exceeded (34.2m > 15.0m); heading_incompatible (178.1° > 15.0°)
48432,49801,18.85,3.06,distance_exceeded (18.8m > 15.0m)
41089,54031,5.95,161.43,heading_incompatible (161.4° > 15.0°)
42604,64206,3.84,18.69,heading_incompatible (18.7° > 15.0°)
39906,50008,39.79,154.3,distance_exceeded (39.8m > 15.0m); heading_incompatible (154.3° > 15.0°)
45359,58800,2.78,76.47,heading_incompatible (76.5° > 15.0°)
46063,71702,0.2,19.68,heading_incompatible (19.7° > 15.0°)
44934,70786,0.53,178.21,heading_incompatible (178.2° > 15.0°)
42117,61685,18.57,126.34,distance_exceeded (18.6m > 15.0m); heading_incompatible (126.3° > 15.0°)
43547,56693,25.16,87.51,distance_exceeded (25.2m > 15.0m); heading_incompatible (87.5° > 15.0°)
40138,69027,6.59,61.6,heading_incompatible (61.6° > 15.0°)
45663,54832,19.16,81.39,distance_exceeded (19.2m > 15.0m); heading_incompatible (81.4° > 15.0°)
44628,67139,17.31,101.22,distance_exceeded (17.3m > 15.0m); heading_incompatible (101.2° > 15.0°)
45614,49927,25.54,102.4,distance_exceeded (25.5m > 15.0m); heading_incompatible (102.4° > 15.0°)
45377,51641,40.3,16.76,distance_exceeded (40.3m > 15.0m); heading_incompatible (16.8° > 15.0°)
43160,66828,35.9,0.0,distance_exceeded (35.9m > 15.0m)
40347,57529,20.5,150.72,distance_exceeded (20.5m > 15.0m); heading_incompatible (150.7° > 15.0°)
49583,57166,45.02,164.44,distance_exceeded (45.0m > 15.0m); heading_incompatible (164.4° > 15.0°)
44637,71709,38.41,0.0,distance_exceeded (38.4m > 15.0m)
40593,61528,33.77,0.0,distance_exceeded (33.8m > 15.0m)
45471,70713,0.2,85.8,heading_incompatible (85.8° > 15.0°)
41677,58504,7.73,81.53,heading_incompatible (81.5° > 15.0°)
48844,51577,0.2,127.46,heading_incompatible (127.5° > 15.0°)
41665,71108,24.71,76.44,distance_exceeded (24.7m > 15.0m); heading_incompatible (76.4° > 15.0°)
47488,51993,2.06,164.18,heading_incompatible (164.2° > 15.0°)
43677,65860,22.39,41.17,distance_exceeded (22.4m > 15.0m); heading_incompatible (41.2° > 15.0°)
40676,54804,36.57,101.54,distance_exceeded (36.6m > 15.0m); heading_incompatible (101.5° > 15.0°)
42142,58676,37.13,73.76,distance_exceeded (37.1m > 15.0m); heading_incompatible (73.8° > 15.0°)
47713,64649,27.35,13.02,distance_exceeded (27.4m > 15.0m)
43508,68280,42.43,0.0,distance_exceeded (42.4m > 15.0m)
46469,58067,33.19,0.0,distance_exceeded (33.2m > 15.0m)
42435,50083,0.2,127.54,heading_incompatible (127.5° > 15.0°)
40002,66493,5.95,106.69,heading_incompatible (106.7° > 15.0°)
44692,67857,17.6,80.43,distance_exceeded (17.6m > 15.0m); heading_incompatible (80.4° > 15.0°)
41799,58555,15.69,0.0,distance_exceeded (15.7m > 15.0m)
46519,67481,21.23,0.0,distance_exceeded (21.2m > 15.0m)
47068,61979,27.1,0.0,distance_exceeded (27.1m > 15.0m)
48500,60328,40.87,0.0,distance_exceeded (40.9m > 15.0m)
43970,51741,29.39,170.68,distance_exceeded (29.4m > 15.0m); heading_incompatible (170.7° > 15.0°)
46489,57771,0.2,110.18,heading_incompatible (110.2° > 15.0°)
49265,51632,2.44,113.55,heading_incompatible (113.6° > 15.0°)
49340,53082,25.39,24.2,distance_exceeded (25.4m > 15.0m); heading_incompatible (24.2° > 15.0°)
48764,63881,8.35,28.65,heading_incompatible (28.6° > 15.0°)
40863,52209,2.12,175.2,heading_incompatible (175.2° > 15.0°)
44499,63333,0.2,71.75,heading_incompatible (71.8° > 15.0°)
47331,62815,29.77,0.0,distance_exceeded (29.8m > 15.0m)
40587,61745,41.29,0.0,distance_exceeded (41.3m > 15.0m)
43353,55912,21.15,98.23,distance_exceeded (21.2m > 15.0m); heading_incompatible (98.2° > 15.0°)
47671,70968,15.56,22.25,distance_exceeded (15.6m > 15.0m); heading_incompatible (22.2° > 15.0°)
41960,60606,33.35,0.0,distance_exceeded (33.4m > 15.0m)
43720,51399,10.32,124.88,heading_incompatible (124.9° > 15.0°)
41393,56250,0.2,77.18,heading_incompatible (77.2° > 15.0°)
47779,54748,35.14,140.04,distance_exceeded (35.1m > 15.0m); heading_incompatible (140.0° > 15.0°)
41405,56482,43.49,0.0,distance_exceeded (43.5m > 15.0m)
43831,50730,29.01,0.0,distance_exceeded (29.0m > 15.0m)
49663,51542,11.03,123.09,heading_incompatible (123.1° > 15.0°)
41909,60380,40.09,94.56,distance_exceeded (40.1m > 15.0m); heading_incompatible (94.6° > 15.0°)
44755,70408,34.16,57.99,distance_exceeded (34.2m > 15.0m); heading_incompatible (58.0° > 15.0°)
44369,53703,28.54,162.18,distance_exceeded (28.5m > 15.0m); heading_incompatible (162.2° > 15.0°)
48330,67217,49.5,0.0,distance_exceeded (49.5m > 15.0m)
42015,60850,26.23,170.33,distance_exceeded (26.2m > 15.0m); heading_incompatible (170.3° > 15.0°)
42028,61103,32.28,0.0,distance_exceeded (32.3m > 15.0m)
40348,66800,19.15,146.68,distance_exceeded (19.2m > 15.0m); heading_incompatible (146.7° > 15.0°)
48837,61753,2.12,126.72,heading_incompatible (126.7° > 15.0°)
43943,51700,9.86,80.6,heading_incompatible (80.6° > 15.0°)
48306,66977,10.81,17.0,heading_incompatible (17.0° > 15.0°)
47867,65972,27.21,65.92,distance_exceeded (27.2m > 15.0m); heading_incompatible (65.9° > 15.0°)
41051,53625,7.46,84.5,heading_incompatible (84.5° > 15.0°)
46600,58270,46.54,57.79,distance_exceeded (46.5m > 15.0m); heading_incompatible (57.8° > 15.0°)
49466,69092,15.43,0.0,distance_exceeded (15.4m > 15.0m)
44560,49906,11.79,111.24,heading_incompatible (111.2° > 15.0°)
42684,59989,17.16,0.0,distance_exceeded (17.2m > 15.0m)
43981,72465,5.02,26.01,heading_incompatible (26.0° > 15.0°)
48379,70322,0.2,113.16,heading_incompatible (113.2° > 15.0°)
40546,52033,1.15,105.48,heading_incompatible (105.5° > 15.0°)
42524,54593,15.2,85.28,distance_exceeded (15.2m > 15.0m); heading_incompatible (85.3° > 15.0°)
47701,50827,30.42,0.0,distance_exceeded (30.4m > 15.0m)
47099,62108,34.87,20.19,distance_exceeded (34.9m > 15.0m); heading_incompatible (20.2° > 15.0°)
43951,54000,8.01,152.22,heading_incompatible (152.2° > 15.0°)
46035,55130,20.0,0.0,distance_exceeded (20.0m > 15.0m)
46252,56492,43.49,0.0,distance_exceeded (43.5m > 15.0m)
47456,66123,13.74,19.03,heading_incompatible (19.0° > 15.0°)
45356,63495,31.54,177.09,distance_exceeded (31.5m > 15.0m); heading_incompatible (177.1° > 15.0°)
42228,53424,16.79,116.49,distance_exceeded (16.8m > 15.0m); heading_incompatible (116.5° > 15.0°)
43331,66647,0.2,179.84,heading_incompatible (179.8° > 15.0°)
43676,68544,39.74,0.0,distance_exceeded (39.7m > 15.0m)
46249,56470,46.82,7.94,distance_exceeded (46.8m > 15.0m)
45601,61819,2.39,97.13,heading_incompatible (97.1° > 15.0°)
45529,69324,2.59,82.54,heading_incompatible (82.5° > 15.0°)
46575,58898,30.01,12.7,distance_exceeded (30.0m > 15.0m)
41092,54929,40.47,158.1,distance_exceeded (40.5m > 15.0m); heading_incompatible (158.1° > 15.0°)
40308,60138,25.23,0.0,distance_exceeded (25.2m > 15.0m)
43186,66982,42.62,0.0,distance_exceeded (42.6m > 15.0m)
45493,53752,30.25,111.53,distance_exceeded (30.2m > 15.0m); heading_incompatible (111.5° > 15.0°)
44023,60909,33.65,60.35,distance_exceeded (33.6m > 15.0m); heading_incompatible (60.3° > 15.0°)
45019,49877,28.35,104.79,distance_exceeded (28.4m > 15.0m); heading_incompatible (104.8° > 15.0°)
41327,55897,0.2,16.72,heading_incompatible (16.7° > 15.0°)
47457,57883,28.91,12.89,distance_exceeded (28.9m > 15.0m)
40680,52570,25.14,110.65,distance_exceeded (25.1m > 15.0m); heading_incompatible (110.6° > 15.0°)
44124,50735,23.27,69.05,distance_exceeded (23.3m > 15.0m); heading_incompatible (69.0° > 15.0°)
48193,66984,42.08,0.0,distance_exceeded (42.1m > 15.0m)
44679,68572,15.06,62.36,distance_exceeded (15.1m > 15.0m); heading_incompatible (62.4° > 15.0°)
45248,62096,15.35,0.0,distance_exceeded (15.3m > 15.0m)
41371,56299,0.2,68.76,heading_incompatible (68.8° > 15.0°)
43772,59217,32.56,47.31,distance_exceeded (32.6m > 15.0m); heading_incompatible (47.3° > 15.0°)
48130,66239,7.82,90.07,heading_incompatible (90.1° > 15.0°)
44935,64263,0.2,173.2,heading_incompatible (173.2° > 15.0°)
49051,64675,19.68,0.0,distance_exceeded (19.7m > 15.0m)
41065,53868,0.2,31.99,heading_incompatible (32.0° > 15.0°)
41815,59638,24.68,130.48,distance_exceeded (24.7m > 15.0m); heading_incompatible (130.5° > 15.0°)
48973,65684,0.29,120.6,heading_incompatible (120.6° > 15.0°)
40342,56186,21.76,0.0,distance_exceeded (21.8m > 15.0m)
43766,70613,27.4,59.41,distance_exceeded (27.4m > 15.0m); heading_incompatible (59.4° > 15.0°)
48534,67641,12.93,172.7,heading_incompatible (172.7° > 15.0°)
41853,59967,41.72,6.39,distance_exceeded (41.7m > 15.0m)
40258,62470,23.62,0.0,distance_exceeded (23.6m > 15.0m)
44046,52488,15.93,164.93,distance_exceeded (15.9m > 15.0m); heading_incompatible (164.9° > 15.0°)
47175,61451,39.95,73.78,distance_exceeded (39.9m > 15.0m); heading_incompatible (73.8° > 15.0°)
40652,54377,1.26,54.82,heading_incompatible (54.8° > 15.0°)
47496,57484,30.5,92.96,distance_exceeded (30.5m > 15.0m); heading_incompatible (93.0° > 15.0°)
40303,55328,7.87,78.58,heading_incompatible (78.6° > 15.0°)
40998,52979,9.82,81.86,heading_incompatible (81.9° > 15.0°)
47926,62053,20.23,28.27,distance_exceeded (20.2m > 15.0m); heading_incompatible (28.3° > 15.0°)
42623,65217,37.88,0.0,distance_exceeded (37.9m > 15.0m)
44267,62095,4.84,72.93,heading_incompatible (72.9° > 15.0°)
43129,66645,33.14,95.41,distance_exceeded (33.1m > 15.0m); heading_incompatible (95.4° > 15.0°)
49171,69555,30.52,1.88,distance_exceeded (30.5m > 15.0m)
44313,50424,2.99,104.34,heading_incompatible (104.3° > 15.0°)
48933,67883,42.81,162.02,distance_exceeded (42.8m > 15.0m); heading_incompatible (162.0° > 15.0°)
43920,69517,18.39,95.46,distance_exceeded (18.4m > 15.0m); heading_incompatible (95.5° > 15.0°)
43155,66809,19.06,77.41,distance_exceeded (19.1m > 15.0m); heading_incompatible (77.4° > 15.0°)
48453,51776,12.58,132.74,heading_incompatible (132.7° > 15.0°)
49351,61811,18.78,0.0,distance_exceeded (18.8m > 15.0m)
48620,55853,0.2,176.01,heading_incompatible (176.0° > 15.0°)
43389,65749,24.13,81.53,distance_exceeded (24.1m > 15.0m); heading_incompatible (81.5° > 15.0°)
41513,70244,28.15,1.22,distance_exceeded (28.2m > 15.0m)
48360,67362,47.4,97.9,distance_exceeded (47.4m > 15.0m); heading_incompatible (97.9° > 15.0°)
40930,51517,25.08,0.0,distance_exceeded (25.1m > 15.0m)
45083,67088,29.95,91.43,distance_exceeded (29.9m > 15.0m); heading_incompatible (91.4° > 15.0°)
44608,52088,27.47,0.0,distance_exceeded (27.5m > 15.0m)
47868,64586,0.2,167.55,heading_incompatible (167.6° > 15.0°)
41109,54841,29.06,86.92,distance_exceeded (29.1m > 15.0m); heading_incompatible (86.9° > 15.0°)
46404,58035,23.74,81.62,distance_exceeded (23.7m > 15.0m); heading_incompatible (81.6° > 15.0°)
40658,53359,20.76,37.42,distance_exceeded (20.8m > 15.0m); heading_incompatible (37.4° > 15.0°)
43517,53509,48.76,149.79,distance_exceeded (48.8m > 15.0m); heading_incompatible (149.8° > 15.0°)
42519,54583,2.7,96.03,heading_incompatible (96.0° > 15.0°)
46975,61898,25.83,4.89,distance_exceeded (25.8m > 15.0m)
44014,60920,25.54,153.13,distance_exceeded (25.5m > 15.0m); heading_incompatible (153.1° > 15.0°)
47989,65977,23.75,145.38,distance_exceeded (23.8m > 15.0m); heading_incompatible (145.4° > 15.0°)
47593,64226,14.39,20.73,heading_incompatible (20.7° > 15.0°)
44457,65817,30.71,0.0,distance_exceeded (30.7m > 15.0m)
42891,65845,7.25,85.8,heading_incompatible (85.8° > 15.0°)
47307,64439,37.43,17.32,distance_exceeded (37.4m > 15.0m); heading_incompatible (17.3° > 15.0°)
46960,61536,17.5,0.0,distance_exceeded (17.5m > 15.0m)
41689,54435,0.2,46.28,heading_incompatible (46.3° > 15.0°)
43324,50516,12.52,92.79,heading_incompatible (92.8° > 15.0°)
43469,68129,30.24,0.0,distance_exceeded (30.2m > 15.0m)
40831,52113,34.97,103.8,distance_exceeded (35.0m > 15.0m); heading_incompatible (103.8° > 15.0°)
49252,68788,16.3,0.0,distance_exceeded (16.3m > 15.0m)
42396,62968,16.83,93.4,distance_exceeded (16.8m > 15.0m); heading_incompatible (93.4° > 15.0°)
40990,65641,12.24,32.92,heading_incompatible (32.9° > 15.0°)
45993,61240,46.46,163.35,distance_exceeded (46.5m > 15.0m); heading_incompatible (163.3° > 15.0°)
40662,55579,2.2,179.01,heading_incompatible (179.0° > 15.0°)
43037,66233,32.89,88.44,distance_exceeded (32.9m > 15.0m); heading_incompatible (88.4° > 15.0°)
44658,49934,0.47,71.32,heading_incompatible (71.3° > 15.0°)
49013,51866,22.7,72.13,distance_exceeded (22.7m > 15.0m); heading_incompatible (72.1° > 15.0°)
44381,63704,1.96,173.18,heading_incompatible (173.2° > 15.0°)
39975,50431,12.27,137.93,heading_incompatible (137.9° > 15.0°)
47637,71845,27.71,0.0,distance_exceeded (27.7m > 15.0m)
43265,65840,8.14,34.63,heading_incompatible (34.6° > 15.0°)
44700,69417,2.64,22.51,heading_incompatible (22.5° > 15.0°)
47522,66325,16.39,170.73,distance_exceeded (16.4m > 15.0m); heading_incompatible (170.7° > 15.0°)
46116,54716,7.31,124.6,heading_incompatible (124.6° > 15.0°)
41174,54867,48.45,4.25,distance_exceeded (48.4m > 15.0m)
40109,71715,23.93,0.0,distance_exceeded (23.9m > 15.0m)
42110,61652,2.24,34.49,heading_incompatible (34.5° > 15.0°)
45196,51077,4.24,107.04,heading_incompatible (107.0° > 15.0°)
48375,70105,31.52,178.22,distance_exceeded (31.5m > 15.0m); heading_incompatible (178.2° > 15.0°)
48411,50551,0.2,135.46,heading_incompatible (135.5° > 15.0°)
40356,66767,12.86,144.81,heading_incompatible (144.8° > 15.0°)
43269,68085,0.2,90.74,heading_incompatible (90.7° > 15.0°)
42503,51992,4.1,137.22,heading_incompatible (137.2° > 15.0°)
40570,51091,28.28,159.09,distance_exceeded (28.3m > 15.0m); heading_incompatible (159.1° > 15.0°)
42081,52036,40.65,0.0,distance_exceeded (40.7m > 15.0m)
40933,52393,7.57,70.77,heading_incompatible (70.8° > 15.0°)
40074,55041,10.05,124.29,heading_incompatible (124.3° > 15.0°)
44488,64604,12.28,73.58,heading_incompatible (73.6° > 15.0°)
42673,54306,7.19,148.6,heading_incompatible (148.6° > 15.0°)
43260,70581,2.13,65.48,heading_incompatible (65.5° > 15.0°)
47832,59309,3.33,18.41,heading_incompatible (18.4° > 15.0°)
43846,60771,23.55,56.5,distance_exceeded (23.6m > 15.0m); heading_incompatible (56.5° > 15.0°)
49134,68688,10.3,124.65,heading_incompatible (124.6° > 15.0°)
41299,71167,21.44,0.0,distance_exceeded (21.4m > 15.0m)
42725,64846,45.48,0.0,distance_exceeded (45.5m > 15.0m)
47258,71810,32.33,43.31,distance_exceeded (32.3m > 15.0m); heading_incompatible (43.3° > 15.0°)
41293,55676,47.35,0.0,distance_exceeded (47.3m > 15.0m)
42308,62556,26.69,172.05,distance_exceeded (26.7m > 15.0m); heading_incompatible (172.0° > 15.0°)
43471,66548,22.49,0.0,distance_exceeded (22.5m > 15.0m)
41164,53036,4.74,153.68,heading_incompatible (153.7° > 15.0°)
45810,51428,1.65,93.2,heading_incompatible (93.2° > 15.0°)
41865,60040,18.5,91.91,distance_exceeded (18.5m > 15.0m); heading_incompatible (91.9° > 15.0°)
40098,59533,9.67,79.57,heading_incompatible (79.6° > 15.0°)
42202,57857,36.22,0.0,distance_exceeded (36.2m > 15.0m)
42223,50997,15.91,0.0,distance_exceeded (15.9m > 15.0m)
45032,71777,6.37,19.25,heading_incompatible (19.3° > 15.0°)
40794,62467,36.66,0.0,distance_exceeded (36.7m > 15.0m)
45058,50890,47.81,10.22,distance_exceeded (47.8m > 15.0m)
46474,67989,30.6,7.19,distance_exceeded (30.6m > 15.0m)
41394,56426,46.55,0.0,distance_exceeded (46.6m > 15.0m)
40427,60220,21.05,36.35,distance_exceeded (21.1m > 15.0m); heading_incompatible (36.3° > 15.0°)
47581,64131,35.41,0.0,distance_exceeded (35.4m > 15.0m)
49723,49839,30.4,0.0,distance_exceeded (30.4m > 15.0m)
47955,66014,16.41,88.74,distance_exceeded (16.4m > 15.0m); heading_incompatible (88.7° > 15.0°)
45599,62484,36.66,0.0,distance_exceeded (36.7m > 15.0m)
43248,67332,21.71,5.25,distance_exceeded (21.7m > 15.0m)
49254,68790,3.33,175.86,heading_incompatible (175.9° > 15.0°)
41639,70402,29.68,81.95,distance_exceeded (29.7m > 15.0m); heading_incompatible (81.9° > 15.0°)
47871,63228,6.19,164.15,heading_incompatible (164.1° > 15.0°)
42573,64050,11.98,164.9,heading_incompatible (164.9° > 15.0°)
45343,61457,41.63,0.0,distance_exceeded (41.6m > 15.0m)
47054,69362,35.23,113.82,distance_exceeded (35.2m > 15.0m); heading_incompatible (113.8° > 15.0°)
44190,62760,42.05,0.0,distance_exceeded (42.0m > 15.0m)
40631,66833,1.5,108.18,heading_incompatible (108.2° > 15.0°)
43770,59022,25.12,166.32,distance_exceeded (25.1m > 15.0m); heading_incompatible (166.3° > 15.0°)
45179,53589,23.49,39.06,distance_exceeded (23.5m > 15.0m); heading_incompatible (39.1° > 15.0°)
49141,50338,32.99,100.21,distance_exceeded (33.0m > 15.0m); heading_incompatible (100.2° > 15.0°)
46525,55216,40.67,135.55,distance_exceeded (40.7m > 15.0m); heading_incompatible (135.6° > 15.0°)
44402,69055,6.97,40.94,heading_incompatible (40.9° > 15.0°)
42818,52941,5.24,152.4,heading_incompatible (152.4° > 15.0°)
47753,68988,11.46,149.83,heading_incompatible (149.8° > 15.0°)
48780,69792,29.15,48.77,distance_exceeded (29.2m > 15.0m); heading_incompatible (48.8° > 15.0°)
41780,59058,44.49,103.02,distance_exceeded (44.5m > 15.0m); heading_incompatible (103.0° > 15.0°)
46829,60498,23.41,95.94,distance_exceeded (23.4m > 15.0m); heading_incompatible (95.9° > 15.0°)
49347,68883,18.74,0.0,distance_exceeded (18.7m > 15.0m)
48717,55565,23.75,155.18,distance_exceeded (23.8m > 15.0m); heading_incompatible (155.2° > 15.0°)
42483,63451,8.83,79.39,heading_incompatible (79.4° > 15.0°)
42571,64029,23.26,93.65,distance_exceeded (23.3m > 15.0m); heading_incompatible (93.7° > 15.0°)
44517,58454,0.2,176.28,heading_incompatible (176.3° > 15.0°)
44815,50837,19.72,117.02,distance_exceeded (19.7m > 15.0m); heading_incompatible (117.0° > 15.0°)
45403,59414,20.84,171.01,distance_exceeded (20.8m > 15.0m); heading_incompatible (171.0° > 15.0°)
46363,51230,27.1,0.0,distance_exceeded (27.1m > 15.0m)
46322,51340,0.2,28.37,heading_incompatible (28.4° > 15.0°)
42960,59577,25.58,0.0,distance_exceeded (25.6m > 15.0m)
46749,60043,34.35,4.39,distance_exceeded (34.4m > 15.0m)
48198,68457,0.2,109.2,heading_incompatible (109.2° > 15.0°)
41852,59371,22.26,0.0,distance_exceeded (22.3m > 15.0m)
47866,54162,36.06,170.43,distance_exceeded (36.1m > 15.0m); heading_incompatible (170.4° > 15.0°)
46122,55479,20.59,91.17,distance_exceeded (20.6m > 15.0m); heading_incompatible (91.2° > 15.0°)
41400,56435,41.36,0.0,distance_exceeded (41.4m > 15.0m)
40482,57544,0.43,152.74,heading_incompatible (152.7° > 15.0°)
42772,65149,33.08,95.03,distance_exceeded (33.1m > 15.0m); heading_incompatible (95.0° > 15.0°)
41024,53293,14.16,161.85,heading_incompatible (161.8° > 15.0°)
43049,63424,47.04,12.73,distance_exceeded (47.0m > 15.0m)
49342,72364,0.2,49.85,heading_incompatible (49.9° > 15.0°)
44365,71319,38.32,8.77,distance_exceeded (38.3m > 15.0m)
45814,55236,1.37,146.99,heading_incompatible (147.0° > 15.0°)
44984,63388,34.24,111.33,distance_exceeded (34.2m > 15.0m); heading_incompatible (111.3° > 15.0°)
39857,54904,26.37,179.65,distance_exceeded (26.4m > 15.0m); heading_incompatible (179.7° > 15.0°)
48895,56271,33.27,104.42,distance_exceeded (33.3m > 15.0m); heading_incompatible (104.4° > 15.0°)
49180,52453,2.87,106.03,heading_incompatible (106.0° > 15.0°)
40107,61089,0.2,77.19,heading_incompatible (77.2° > 15.0°)
42752,65474,6.03,124.05,heading_incompatible (124.1° > 15.0°)
39930,69218,16.51,0.0,distance_exceeded (16.5m > 15.0m)
40880,52122,36.29,123.7,distance_exceeded (36.3m > 15.0m); heading_incompatible (123.7° > 15.0°)
46343,57398,9.35,61.32,heading_incompatible (61.3° > 15.0°)
